State,District,Crop_Year,Annual_Rainfall_mm,Monsoon_Rainfall_mm,Deviation_From_Normal_%
Maharashtra,Aurangabad,2023.0,585.2,421.0,-7.65
Andhra Pradesh,Prakasam,2015.0,706.0,393.5,-3.73
Telangana,Warangal,2020.0,1053.8,777.0,0.17
Punjab,Patiala,2016.0,521.1,375.3,-11.2
Andhra Pradesh,Krishna,2020.0,1141.2,768.2,6.45
Karnataka,Raichur,2021.0,1124.8,634.3,-15.88
Punjab,Amritsar,2016.0,748.4,430.9,-23.68
Maharashtra,Aurangabad,2021.0,1116.3,680.8,13.31
Andhra Pradesh,Guntur,2021.0,1162.1,726.4,-18.07
Andhra Pradesh,Prakasam,2017.0,964.4,567.7,-18.72
Andhra Pradesh,Krishna,2020.0,1037.8,710.6,-21.39
Maharashtra,Aurangabad,2020.0,1161.7,799.1,21.86
Punjab,Amritsar,2018.0,755.8,556.4,-16.87
Andhra Pradesh,Krishna,2020.0,881.5,584.6,-4.22
Karnataka,Raichur,2020.0,1087.2,799.8,-18.1
Andhra Pradesh,Krishna,2015.0,540.0,386.4,14.45
Karnataka,Mandya,2021.0,949.8,667.5,-24.37
Tamil Nadu,Madurai,2015.0,905.1,600.8,7.07
Telangana,Nizamabad,2023.0,559.7,419.2,6.3
Telangana,Warangal,2017.0,1162.8,831.8,-22.2
Andhra Pradesh,Guntur,2021.0,880.0,552.7,23.54
Andhra Pradesh,Guntur,2023.0,926.5,683.8,-15.9
Andhra Pradesh,Krishna,2023.0,924.2,676.9,19.43
Karnataka,Raichur,2016.0,1078.6,697.3,-19.48
Punjab,Amritsar,2023.0,989.1,735.1,15.16
Karnataka,Mandya,2020.0,668.9,397.4,22.43
Maharashtra,Aurangabad,2019.0,699.4,412.2,-1.68
Punjab,Ludhiana,2015.0,662.9,449.8,-3.49
Maharashtra,Aurangabad,2019.0,1068.6,759.0,-3.29
Andhra Pradesh,Guntur,2020.0,1153.4,726.4,7.26
Maharashtra,Nagpur,2021.0,715.2,401.6,-3.06
Maharashtra,Pune,2021.0,519.2,365.8,23.6
Maharashtra,Aurangabad,2017.0,973.2,656.5,17.66
Punjab,Patiala,2022.0,659.3,422.3,21.05
Karnataka,Mandya,2017.0,819.5,532.4,10.63
Telangana,Adilabad,2018.0,508.8,363.7,19.88
Maharashtra,Aurangabad,2019.0,776.7,485.1,14.11
Telangana,Warangal,2022.0,704.5,439.9,-5.42
Tamil Nadu,Madurai,2023.0,874.9,515.4,2.65
Tamil Nadu,Coimbatore,2019.0,1089.8,749.5,-23.87
Maharashtra,Aurangabad,2019.0,574.4,350.8,-1.69
Tamil Nadu,Coimbatore,2020.0,1163.1,828.6,11.09
Maharashtra,Nagpur,2023.0,1105.3,683.6,-3.79
Maharashtra,Aurangabad,2022.0,950.2,623.2,-7.81
Maharashtra,Nagpur,2018.0,954.2,548.7,14.49
Telangana,Warangal,2022.0,1110.9,700.5,4.74
Andhra Pradesh,Krishna,2019.0,1045.0,679.1,23.6
Tamil Nadu,Coimbatore,2021.0,866.4,594.3,-5.83
Tamil Nadu,Coimbatore,2019.0,1189.6,773.1,1.66
Andhra Pradesh,Prakasam,2022.0,749.5,446.2,-23.05
Maharashtra,Nagpur,2022.0,1040.6,746.8,-19.33
Maharashtra,Pune,2021.0,1165.4,832.5,-10.84
Punjab,Ludhiana,2021.0,534.9,306.8,4.42
Maharashtra,Nagpur,2021.0,930.4,627.2,-4.02
Maharashtra,Nagpur,2022.0,1051.7,684.5,16.71
Telangana,Warangal,2017.0,1066.7,624.6,21.12
Maharashtra,Nagpur,2016.0,895.1,634.9,-16.28
Telangana,Adilabad,2023.0,1162.0,814.4,19.38
Andhra Pradesh,Krishna,2022.0,889.4,598.6,-17.1
Maharashtra,Nagpur,2020.0,1175.6,784.1,6.92
Karnataka,Raichur,2022.0,1064.0,588.4,-17.12
Tamil Nadu,Thanjavur,2019.0,980.0,596.4,18.92
Maharashtra,Pune,2021.0,519.1,356.7,-7.44
Andhra Pradesh,Krishna,2021.0,743.1,433.4,-8.42
Telangana,Warangal,2015.0,682.2,426.3,9.75
Tamil Nadu,Coimbatore,2023.0,1103.9,681.2,-15.88
Telangana,Warangal,2015.0,512.9,321.6,14.72
Karnataka,Raichur,2022.0,952.7,582.3,-19.23
Punjab,Ludhiana,2015.0,558.1,380.4,-24.87
Punjab,Ludhiana,2015.0,1002.2,751.6,21.5
Maharashtra,Nagpur,2016.0,1147.1,637.2,16.73
Maharashtra,Pune,2023.0,1196.0,811.4,-23.62
Karnataka,Raichur,2023.0,584.6,378.7,-5.61
Andhra Pradesh,Guntur,2021.0,838.4,485.7,-22.96
Maharashtra,Aurangabad,2020.0,855.2,637.9,-5.14
Punjab,Patiala,2023.0,501.6,350.4,6.61
Andhra Pradesh,Krishna,2021.0,750.6,535.4,-19.91
Telangana,Adilabad,2021.0,991.7,578.6,22.99
Andhra Pradesh,Prakasam,2021.0,1104.5,758.8,-18.03
Telangana,Warangal,2020.0,517.1,343.4,-5.95
Telangana,Nizamabad,2019.0,839.4,494.3,-10.27
Tamil Nadu,Thanjavur,2019.0,777.6,545.4,24.21
Tamil Nadu,Thanjavur,2019.0,987.4,602.7,24.54
Maharashtra,Aurangabad,2019.0,1147.8,702.6,-10.74
Andhra Pradesh,Prakasam,2022.0,1075.9,672.8,17.39
Andhra Pradesh,Prakasam,2021.0,630.1,374.6,24.39
Telangana,Nizamabad,2017.0,934.4,515.8,20.85
Tamil Nadu,Coimbatore,2021.0,557.5,391.8,-18.27
Andhra Pradesh,Krishna,2020.0,1095.9,712.8,-24.77
Tamil Nadu,Coimbatore,2017.0,764.9,493.5,-23.31
Karnataka,Belgaum,2016.0,1010.6,681.1,17.25
Tamil Nadu,Thanjavur,2015.0,921.9,556.9,6.33
Andhra Pradesh,Krishna,2022.0,1086.3,728.0,-20.88
Telangana,Warangal,2019.0,590.4,441.0,-20.62
Tamil Nadu,Coimbatore,2015.0,1040.3,605.5,-13.64
Andhra Pradesh,Prakasam,2022.0,1114.1,691.0,-4.44
Telangana,Warangal,2019.0,575.2,375.1,21.19
Karnataka,Mandya,2018.0,1172.5,765.9,-18.76
Andhra Pradesh,Prakasam,2020.0,1063.6,708.6,5.22
Karnataka,Mandya,2017.0,626.9,418.2,9.53
Punjab,Amritsar,2019.0,519.2,362.6,-3.39
Andhra Pradesh,Krishna,2017.0,985.4,568.4,18.78
Maharashtra,Pune,2019.0,1073.4,673.4,2.59
Karnataka,Raichur,2017.0,743.9,540.1,9.43
Andhra Pradesh,Krishna,2018.0,623.6,352.3,-19.28
Maharashtra,Nagpur,2019.0,745.0,519.4,14.0
Andhra Pradesh,Prakasam,2017.0,538.8,365.1,2.62
Andhra Pradesh,Krishna,2023.0,501.5,325.4,-19.45
Punjab,Ludhiana,2023.0,1002.9,640.3,-15.19
Punjab,Ludhiana,2015.0,1122.1,772.2,-7.1
Andhra Pradesh,Prakasam,2018.0,801.6,532.1,-6.3
Telangana,Adilabad,2022.0,518.0,360.3,14.47
Maharashtra,Aurangabad,2017.0,920.9,635.4,10.42
Karnataka,Raichur,2023.0,1029.4,732.7,-21.4
Andhra Pradesh,Prakasam,2022.0,600.4,340.5,24.43
Maharashtra,Nagpur,2017.0,991.6,689.0,-5.85
Andhra Pradesh,Krishna,2022.0,626.6,407.0,-17.45
Karnataka,Belgaum,2016.0,526.5,307.0,-16.9
Andhra Pradesh,Prakasam,2018.0,509.3,301.1,-15.67
Tamil Nadu,Thanjavur,2019.0,996.6,675.2,16.86
Telangana,Nizamabad,2019.0,1090.3,770.2,15.06
Telangana,Warangal,2016.0,994.8,649.8,-16.62
Andhra Pradesh,Krishna,2018.0,555.8,371.1,-17.87
Tamil Nadu,Madurai,2022.0,1071.5,702.7,21.49
Andhra Pradesh,Guntur,2015.0,711.9,513.1,0.37
Karnataka,Belgaum,2023.0,1127.6,787.4,-24.66
Karnataka,Belgaum,2022.0,931.6,564.9,10.9
Maharashtra,Aurangabad,2015.0,924.4,593.9,14.15
Telangana,Adilabad,2018.0,1089.5,766.7,5.89
Andhra Pradesh,Guntur,2023.0,725.9,444.0,-21.59
Andhra Pradesh,Prakasam,2022.0,939.0,565.5,1.86
Karnataka,Belgaum,2016.0,1056.6,656.9,-10.94
Telangana,Nizamabad,2018.0,643.6,386.9,-16.24
Karnataka,Raichur,2023.0,1167.7,827.4,20.72
Andhra Pradesh,Prakasam,2023.0,924.4,625.5,-19.83
Andhra Pradesh,Guntur,2023.0,965.1,583.6,-8.74
Andhra Pradesh,Krishna,2021.0,701.2,501.2,9.9
Tamil Nadu,Madurai,2022.0,976.3,697.9,-8.06
Maharashtra,Pune,2022.0,731.4,540.6,12.93
Tamil Nadu,Thanjavur,2022.0,1055.7,694.0,-6.57
Telangana,Adilabad,2022.0,866.8,616.8,10.82
Andhra Pradesh,Prakasam,2016.0,1055.2,612.3,23.73
Tamil Nadu,Madurai,2022.0,678.8,508.9,-3.93
Telangana,Warangal,2021.0,891.9,506.4,23.44
Karnataka,Belgaum,2016.0,771.8,519.6,10.66
Andhra Pradesh,Krishna,2015.0,942.6,688.8,-7.94
Tamil Nadu,Madurai,2021.0,702.0,467.0,-15.96
Karnataka,Mandya,2021.0,986.3,626.5,17.51
Tamil Nadu,Thanjavur,2016.0,835.2,504.7,0.88
Punjab,Ludhiana,2020.0,613.0,442.4,17.16
Maharashtra,Nagpur,2018.0,543.6,376.7,23.54
Punjab,Amritsar,2018.0,981.3,544.5,1.45
Punjab,Ludhiana,2020.0,873.4,578.9,-14.81
Karnataka,Belgaum,2018.0,730.6,489.9,19.91
Punjab,Ludhiana,2018.0,633.5,357.2,10.78
Maharashtra,Aurangabad,2020.0,1135.1,668.9,-12.77
Punjab,Amritsar,2018.0,745.5,428.4,5.86
Tamil Nadu,Madurai,2018.0,959.9,623.3,16.19
Maharashtra,Nagpur,2015.0,715.6,525.8,24.86
Andhra Pradesh,Prakasam,2023.0,884.1,534.5,-1.73
Andhra Pradesh,Prakasam,2021.0,1007.0,639.5,-4.19
Punjab,Amritsar,2018.0,1052.8,759.9,-16.88
Punjab,Ludhiana,2018.0,1161.1,751.7,21.78
Maharashtra,Pune,2020.0,985.6,725.4,-9.69
Maharashtra,Pune,2023.0,1168.7,781.1,-10.01
Punjab,Ludhiana,2017.0,860.6,541.6,-13.39
Karnataka,Raichur,2015.0,551.4,374.7,16.79
Maharashtra,Nagpur,2016.0,955.6,634.1,11.35
Karnataka,Mandya,2017.0,525.1,291.9,-7.31
Maharashtra,Aurangabad,2020.0,813.2,581.6,8.28
Tamil Nadu,Coimbatore,2016.0,785.6,439.6,2.25
Maharashtra,Nagpur,2016.0,1119.0,670.0,16.41
Karnataka,Belgaum,2019.0,1183.2,814.1,4.63
Tamil Nadu,Thanjavur,2020.0,1021.6,577.3,15.95
Andhra Pradesh,Krishna,2022.0,1135.8,679.5,-23.21
Andhra Pradesh,Prakasam,2023.0,711.4,456.7,-10.34
Maharashtra,Nagpur,2017.0,615.5,403.3,-7.27
Telangana,Warangal,2021.0,785.3,565.2,8.18
Telangana,Warangal,2020.0,602.8,440.0,14.38
Maharashtra,Aurangabad,2017.0,1199.8,685.2,17.66
Telangana,Nizamabad,2016.0,673.5,479.9,-8.87
Andhra Pradesh,Guntur,2022.0,560.1,310.0,20.02
Tamil Nadu,Thanjavur,2019.0,821.8,594.5,3.74
Karnataka,Mandya,2020.0,763.9,457.3,20.13
Andhra Pradesh,Prakasam,2019.0,821.1,573.3,10.39
Maharashtra,Pune,2023.0,868.7,603.9,-15.13
Karnataka,Belgaum,2019.0,727.4,422.7,-8.79
Maharashtra,Nagpur,2022.0,645.4,383.3,-24.51
Telangana,Nizamabad,2015.0,690.7,393.6,8.38
Telangana,Warangal,2019.0,1198.3,701.4,-12.63
Karnataka,Mandya,2016.0,1136.2,768.8,15.37
Andhra Pradesh,Prakasam,2019.0,508.4,280.0,-20.51
Tamil Nadu,Coimbatore,2017.0,536.1,366.0,0.13
Tamil Nadu,Coimbatore,2019.0,568.4,356.5,-4.19
Maharashtra,Aurangabad,2018.0,815.4,529.0,6.58
Karnataka,Mandya,2022.0,636.6,467.9,10.19
Andhra Pradesh,Krishna,2018.0,761.6,455.3,-8.94
Karnataka,Belgaum,2021.0,1018.3,585.7,9.05
Karnataka,Belgaum,2022.0,1034.1,652.4,-23.22
Tamil Nadu,Coimbatore,2019.0,1047.6,765.2,3.86
Tamil Nadu,Thanjavur,2017.0,766.4,514.5,-6.32
Andhra Pradesh,Krishna,2016.0,708.3,466.6,18.42
Tamil Nadu,Coimbatore,2015.0,540.4,400.3,24.87
Maharashtra,Pune,2021.0,505.5,303.3,3.16
Punjab,Patiala,2019.0,918.3,562.7,-6.11
Karnataka,Raichur,2022.0,1170.3,728.1,-3.58
Andhra Pradesh,Guntur,2018.0,704.2,393.7,-20.9
Karnataka,Belgaum,2017.0,625.1,347.1,-10.31
Karnataka,Mandya,2020.0,517.9,329.4,4.68
Punjab,Ludhiana,2015.0,568.8,397.6,-2.05
Telangana,Warangal,2019.0,655.7,383.5,-23.78
Telangana,Adilabad,2016.0,971.3,640.6,-7.03
Maharashtra,Aurangabad,2023.0,832.2,505.8,8.47
Telangana,Adilabad,2017.0,645.5,447.7,-2.15
Punjab,Amritsar,2016.0,946.3,594.3,-21.57
Maharashtra,Pune,2019.0,904.5,590.5,17.32
Punjab,Ludhiana,2020.0,1135.4,661.5,1.68
Telangana,Adilabad,2020.0,944.8,636.5,-7.97
Punjab,Amritsar,2016.0,1178.6,706.7,21.48
Punjab,Ludhiana,2023.0,845.2,615.3,-13.24
Tamil Nadu,Madurai,2019.0,890.9,562.0,-23.37
Punjab,Patiala,2016.0,1149.9,701.1,11.91
Punjab,Patiala,2015.0,897.4,615.1,3.95
Telangana,Adilabad,2020.0,989.7,657.9,-22.56
Punjab,Amritsar,2015.0,870.4,478.9,-3.6
Tamil Nadu,Coimbatore,2023.0,701.8,424.1,-24.66
Punjab,Patiala,2017.0,1178.3,790.2,-7.8
Maharashtra,Nagpur,2019.0,831.9,578.3,19.33
Tamil Nadu,Madurai,2020.0,1163.0,731.8,-13.23
Punjab,Ludhiana,2020.0,568.4,372.4,-11.18
Andhra Pradesh,Guntur,2022.0,753.7,454.0,-0.48
Andhra Pradesh,Guntur,2019.0,624.2,458.0,-8.02
Telangana,Nizamabad,2018.0,799.5,478.8,2.2
Punjab,Ludhiana,2017.0,1113.4,639.8,-11.56
Punjab,Patiala,2023.0,528.8,357.1,22.15
Karnataka,Belgaum,2021.0,518.4,322.4,20.34
Karnataka,Raichur,2018.0,514.4,326.4,18.34
Telangana,Adilabad,2016.0,790.7,571.8,-6.31
Punjab,Amritsar,2022.0,1174.3,845.4,3.75
Punjab,Amritsar,2020.0,946.3,556.8,24.98
Telangana,Warangal,2016.0,920.4,621.6,14.2
Andhra Pradesh,Prakasam,2017.0,980.3,680.0,2.77
Andhra Pradesh,Prakasam,2015.0,651.8,422.2,-15.44
Karnataka,Raichur,2015.0,1121.7,829.4,12.04
Tamil Nadu,Madurai,2023.0,565.8,375.8,-4.85
Maharashtra,Nagpur,2021.0,1103.5,814.7,0.47
Tamil Nadu,Coimbatore,2018.0,1076.0,793.7,-3.32
Andhra Pradesh,Prakasam,2023.0,649.7,474.1,-21.7
Telangana,Adilabad,2017.0,1051.9,706.1,-22.77
Punjab,Ludhiana,2020.0,713.4,534.4,-13.49
Maharashtra,Aurangabad,2023.0,920.9,555.3,7.82
Tamil Nadu,Coimbatore,2018.0,914.8,652.4,17.87
Telangana,Adilabad,2023.0,508.9,363.3,-8.19
Telangana,Nizamabad,2020.0,864.8,574.4,-17.36
Andhra Pradesh,Guntur,2018.0,627.7,373.4,-16.88
Andhra Pradesh,Prakasam,2017.0,765.7,503.2,20.26
Maharashtra,Nagpur,2016.0,843.8,549.7,-8.84
Punjab,Amritsar,2020.0,534.5,304.1,2.19
Karnataka,Belgaum,2021.0,1154.9,656.4,-17.04
Maharashtra,Nagpur,2019.0,714.0,451.5,-1.13
Karnataka,Mandya,2019.0,940.6,648.8,-20.66
Tamil Nadu,Thanjavur,2015.0,942.2,551.9,18.35
Punjab,Patiala,2016.0,642.0,394.4,4.45
Punjab,Patiala,2020.0,1160.8,700.2,-6.41
Maharashtra,Pune,2018.0,563.2,364.8,4.21
Andhra Pradesh,Guntur,2020.0,1043.3,666.0,24.57
Maharashtra,Pune,2021.0,656.8,388.6,-15.1
Punjab,Ludhiana,2019.0,882.7,592.8,5.88
Andhra Pradesh,Guntur,2015.0,617.9,361.7,20.69
Andhra Pradesh,Guntur,2022.0,823.5,583.4,-5.54
Maharashtra,Nagpur,2020.0,968.9,604.7,12.94
Tamil Nadu,Coimbatore,2019.0,708.8,403.6,11.59
Punjab,Patiala,2019.0,622.3,402.5,11.74
Maharashtra,Pune,2017.0,554.5,383.7,-12.19
Karnataka,Raichur,2019.0,1187.8,765.6,11.18
Karnataka,Mandya,2018.0,802.8,459.3,-21.5
Maharashtra,Aurangabad,2019.0,1031.6,705.3,0.19
Karnataka,Raichur,2016.0,943.0,591.0,-13.22
Tamil Nadu,Madurai,2017.0,816.0,545.8,-20.67
Punjab,Patiala,2020.0,502.2,323.0,18.67
Telangana,Warangal,2015.0,922.4,603.5,-22.68
Tamil Nadu,Thanjavur,2019.0,1088.8,797.1,2.33
Karnataka,Mandya,2022.0,541.6,364.5,6.35
Telangana,Adilabad,2019.0,1136.7,839.8,-5.51
Telangana,Nizamabad,2019.0,768.1,496.3,3.46
Punjab,Patiala,2016.0,674.6,382.2,-21.48
Punjab,Ludhiana,2017.0,1003.5,748.3,6.25
Andhra Pradesh,Krishna,2020.0,1156.4,759.2,-16.8
Maharashtra,Aurangabad,2023.0,868.7,544.5,0.41
Tamil Nadu,Thanjavur,2018.0,603.7,445.4,-19.94
Telangana,Nizamabad,2020.0,997.2,582.9,11.0
Tamil Nadu,Madurai,2019.0,753.1,417.1,-21.0
Maharashtra,Aurangabad,2016.0,539.1,386.3,-20.67
Karnataka,Mandya,2017.0,694.7,389.6,-0.95
Andhra Pradesh,Prakasam,2016.0,704.8,426.7,22.43
Maharashtra,Pune,2022.0,1165.0,805.9,9.03
Punjab,Patiala,2016.0,1199.2,765.5,22.36
Karnataka,Mandya,2015.0,547.0,337.9,24.21
Tamil Nadu,Coimbatore,2021.0,758.2,497.5,22.92
Punjab,Patiala,2016.0,794.5,585.0,23.42
Punjab,Amritsar,2016.0,1053.5,610.0,2.89
Punjab,Ludhiana,2016.0,1037.8,660.9,19.53
Maharashtra,Nagpur,2019.0,1156.8,847.0,-16.99
Telangana,Nizamabad,2017.0,925.1,691.0,9.55
Punjab,Amritsar,2018.0,1162.4,770.5,10.31
Punjab,Ludhiana,2021.0,697.4,424.1,16.35
Tamil Nadu,Madurai,2015.0,1047.3,632.2,-24.48
Tamil Nadu,Coimbatore,2018.0,862.4,613.7,-24.32
Karnataka,Raichur,2019.0,1038.5,575.1,24.15
Maharashtra,Aurangabad,2021.0,985.3,679.1,4.56
Karnataka,Raichur,2022.0,913.7,647.6,-3.7
Karnataka,Raichur,2016.0,658.3,375.9,19.23
Andhra Pradesh,Prakasam,2023.0,821.5,573.6,-8.33
Punjab,Patiala,2016.0,795.6,514.9,-3.82
Punjab,Amritsar,2022.0,534.4,355.4,19.97
Maharashtra,Pune,2023.0,874.5,501.7,-3.73
Telangana,Warangal,2018.0,1175.7,880.3,16.48
Telangana,Nizamabad,2023.0,756.1,508.4,15.42
Andhra Pradesh,Krishna,2019.0,1153.5,653.7,-6.61
Andhra Pradesh,Krishna,2023.0,1049.6,694.3,-20.53
Tamil Nadu,Madurai,2016.0,556.3,381.4,13.44
Maharashtra,Aurangabad,2022.0,639.8,417.3,-22.22
Punjab,Ludhiana,2019.0,930.4,586.9,-4.43
Punjab,Amritsar,2016.0,987.1,618.1,-9.18
Andhra Pradesh,Guntur,2018.0,565.7,399.6,-14.96
Karnataka,Belgaum,2017.0,980.5,649.1,5.65
Karnataka,Belgaum,2020.0,823.3,611.8,15.66
Karnataka,Raichur,2020.0,824.8,461.1,-3.88
Punjab,Amritsar,2016.0,938.0,547.5,-11.45
Karnataka,Mandya,2017.0,654.8,459.7,15.43
Tamil Nadu,Madurai,2018.0,531.0,349.1,20.11
Karnataka,Belgaum,2021.0,1163.2,651.7,-24.87
Maharashtra,Aurangabad,2017.0,1016.2,644.8,20.22
Telangana,Warangal,2020.0,1046.5,694.4,24.84
Punjab,Ludhiana,2022.0,798.1,457.9,-24.72
Tamil Nadu,Madurai,2020.0,639.5,443.3,-18.53
Telangana,Warangal,2021.0,777.8,485.1,-11.29
Tamil Nadu,Madurai,2015.0,754.7,502.2,-14.31
Andhra Pradesh,Guntur,2022.0,726.6,434.8,13.76
Punjab,Patiala,2015.0,1163.7,818.8,0.83
Andhra Pradesh,Prakasam,2021.0,892.5,515.6,-11.98
Andhra Pradesh,Krishna,2015.0,694.8,462.6,-4.01
Telangana,Nizamabad,2019.0,594.9,412.9,13.24
Tamil Nadu,Thanjavur,2021.0,1135.4,822.2,-14.39
Karnataka,Raichur,2023.0,1046.4,581.7,-11.53
Maharashtra,Nagpur,2015.0,616.6,429.1,21.86
Tamil Nadu,Madurai,2017.0,1192.4,793.7,3.13
Maharashtra,Nagpur,2023.0,1159.0,739.5,-23.05
Andhra Pradesh,Krishna,2017.0,1125.4,686.5,-16.36
Punjab,Amritsar,2018.0,561.1,412.2,-18.68
Tamil Nadu,Thanjavur,2017.0,566.2,412.8,24.83
Maharashtra,Aurangabad,2019.0,1071.8,597.1,-15.78
Karnataka,Belgaum,2019.0,602.9,334.5,4.46
Telangana,Warangal,2023.0,1097.8,811.1,-21.97
Punjab,Ludhiana,2015.0,1140.3,651.0,16.15
Tamil Nadu,Madurai,2018.0,1116.9,822.6,12.34
Punjab,Amritsar,2015.0,1052.9,745.6,-18.4
Maharashtra,Aurangabad,2020.0,979.9,656.3,15.46
Maharashtra,Aurangabad,2020.0,1199.5,683.0,23.0
Punjab,Patiala,2023.0,975.9,690.9,-4.19
Maharashtra,Pune,2023.0,1116.0,651.9,-16.45
Tamil Nadu,Coimbatore,2019.0,615.6,379.8,-9.86
Punjab,Amritsar,2016.0,1152.2,863.3,11.91
Maharashtra,Pune,2017.0,770.8,549.6,2.21
Punjab,Ludhiana,2021.0,804.8,456.3,-17.49
Punjab,Ludhiana,2016.0,549.1,375.4,15.52
Telangana,Nizamabad,2019.0,992.7,742.8,16.69
Andhra Pradesh,Guntur,2021.0,536.9,337.9,12.01
Andhra Pradesh,Prakasam,2021.0,927.3,679.3,-16.85
Karnataka,Mandya,2016.0,763.7,461.5,-15.97
Andhra Pradesh,Guntur,2015.0,765.8,431.8,-9.4
Andhra Pradesh,Prakasam,2017.0,696.9,413.2,4.26
Karnataka,Belgaum,2015.0,965.1,684.7,17.93
Karnataka,Belgaum,2019.0,603.6,401.2,-5.31
Andhra Pradesh,Prakasam,2022.0,621.0,376.0,24.96
Maharashtra,Nagpur,2022.0,972.5,548.2,18.07
Tamil Nadu,Coimbatore,2015.0,803.9,449.8,-11.64
Telangana,Warangal,2018.0,810.0,596.3,11.57
Maharashtra,Nagpur,2016.0,966.9,663.2,-15.0
Karnataka,Mandya,2016.0,678.0,502.0,-20.04
Andhra Pradesh,Krishna,2023.0,1041.4,752.6,23.28
Karnataka,Belgaum,2019.0,918.3,656.7,-24.5
Andhra Pradesh,Guntur,2023.0,1068.7,769.2,-10.4
Maharashtra,Nagpur,2018.0,1009.0,583.8,-0.53
Maharashtra,Aurangabad,2019.0,965.8,641.1,-18.59
Telangana,Adilabad,2022.0,1058.9,743.3,-3.94
Punjab,Ludhiana,2015.0,696.1,452.6,22.56
Tamil Nadu,Coimbatore,2017.0,684.5,412.9,6.86
Karnataka,Raichur,2020.0,800.2,505.4,-5.27
Tamil Nadu,Coimbatore,2016.0,1069.7,597.3,-20.5
Karnataka,Mandya,2021.0,645.1,400.5,22.43
Punjab,Patiala,2022.0,933.7,625.1,-9.23
Maharashtra,Pune,2020.0,793.0,496.2,-3.9
Maharashtra,Pune,2022.0,1063.1,789.7,10.72
Telangana,Adilabad,2023.0,572.2,419.6,13.22
Karnataka,Belgaum,2015.0,648.8,396.0,-17.91
Andhra Pradesh,Krishna,2019.0,1020.0,601.7,-18.21
Karnataka,Belgaum,2019.0,983.8,567.3,-9.69
Andhra Pradesh,Guntur,2015.0,698.8,456.1,-9.23
Tamil Nadu,Thanjavur,2015.0,734.0,477.4,13.22
Tamil Nadu,Thanjavur,2021.0,756.0,531.3,-4.98
Andhra Pradesh,Krishna,2016.0,875.9,521.5,-4.36
Telangana,Nizamabad,2022.0,903.7,503.0,-8.96
Tamil Nadu,Thanjavur,2019.0,563.9,371.4,-0.1
Andhra Pradesh,Prakasam,2020.0,541.2,398.7,-14.42
Punjab,Amritsar,2020.0,578.6,423.6,23.86
Andhra Pradesh,Guntur,2019.0,622.7,433.2,9.42
Andhra Pradesh,Prakasam,2023.0,732.8,450.1,22.15
Andhra Pradesh,Guntur,2016.0,751.9,550.5,-7.16
Tamil Nadu,Madurai,2020.0,899.4,525.8,-11.6
Tamil Nadu,Madurai,2022.0,577.8,363.0,-8.87
Telangana,Adilabad,2015.0,582.7,330.5,7.29
Andhra Pradesh,Guntur,2017.0,883.6,604.5,-17.44
Punjab,Ludhiana,2023.0,639.8,360.9,-10.65
Karnataka,Raichur,2016.0,828.8,481.7,-21.47
Maharashtra,Pune,2016.0,718.1,518.4,2.27
Andhra Pradesh,Guntur,2019.0,1128.3,712.7,-0.07
Telangana,Adilabad,2016.0,582.8,347.9,-24.28
Andhra Pradesh,Krishna,2018.0,881.5,619.5,-12.13
Andhra Pradesh,Guntur,2020.0,728.0,485.4,-5.14
Maharashtra,Nagpur,2016.0,639.2,365.3,-19.14
Andhra Pradesh,Prakasam,2017.0,717.2,431.1,8.32
Maharashtra,Aurangabad,2021.0,589.7,395.6,23.0
Karnataka,Belgaum,2017.0,554.8,330.3,-11.2
Punjab,Ludhiana,2021.0,501.5,360.0,-10.43
Karnataka,Mandya,2017.0,506.5,351.4,2.66
Tamil Nadu,Madurai,2019.0,680.5,435.8,-14.01
Telangana,Adilabad,2015.0,519.5,316.5,-19.55
Telangana,Nizamabad,2018.0,758.6,449.3,9.7
Maharashtra,Aurangabad,2019.0,544.1,347.5,-19.45
Andhra Pradesh,Prakasam,2015.0,813.9,504.6,-6.62
Telangana,Adilabad,2020.0,682.6,476.2,0.31
Tamil Nadu,Madurai,2021.0,561.8,331.3,24.92
Punjab,Patiala,2022.0,926.8,680.7,-24.77
Telangana,Warangal,2015.0,836.9,481.6,-12.49
Karnataka,Raichur,2023.0,719.6,536.6,-12.58
Maharashtra,Pune,2022.0,635.6,465.6,-14.31
Tamil Nadu,Madurai,2021.0,1024.0,704.5,-5.17
Telangana,Nizamabad,2022.0,733.8,475.4,-19.1
Andhra Pradesh,Guntur,2016.0,701.1,504.5,-7.07
Karnataka,Mandya,2018.0,899.0,523.4,-2.75
Telangana,Nizamabad,2017.0,1137.6,746.9,0.56
Punjab,Amritsar,2020.0,1020.2,716.1,-5.9
Punjab,Ludhiana,2017.0,888.7,571.4,-9.75
Maharashtra,Nagpur,2021.0,696.4,394.0,-13.01
Maharashtra,Aurangabad,2017.0,932.5,622.7,-17.24
Karnataka,Belgaum,2017.0,662.3,407.3,-22.78
Tamil Nadu,Madurai,2019.0,650.7,434.9,4.53
Telangana,Nizamabad,2021.0,518.6,357.8,18.61
Telangana,Nizamabad,2017.0,661.1,378.1,-18.13
Punjab,Amritsar,2023.0,981.2,632.0,-7.26
Punjab,Amritsar,2021.0,1001.6,693.1,-24.26
Telangana,Nizamabad,2016.0,954.3,685.0,2.12
