State,District,Crop_Year,Soil_Type,pH_Level,Organic_Carbon_%,Fertility_Level
Tamil Nadu,Coimbatore,2023,Loamy,7.79,0.87,Medium
Telangana,Warangal,2022,Alluvial,6.65,0.56,Medium
Karnataka,Raichur,2015,Clay,6.75,0.34,Medium
Andhra Pradesh,Prakasam,2015,Black,5.95,0.66,High
Maharashtra,Nagpur,2019,Loamy,7.15,0.38,High
Telangana,Warangal,2020,Clay,5.8,0.84,Medium
Maharashtra,Pune,2017,Black,7.69,0.89,Medium
Karnataka,Belgaum,2023,Red,6.5,1.13,Medium
Andhra Pradesh,Krishna,2020,Loamy,6.13,1.1,Low
Tamil Nadu,Coimbatore,2018,Loamy,5.98,0.69,Medium
Tamil Nadu,Madurai,2021,Clay,7.17,0.85,Low
Punjab,Ludhiana,2022,Loamy,5.8,1.02,Low
Telangana,Nizamabad,2023,Loamy,6.25,0.71,Medium
Punjab,Amritsar,2020,Red,7.91,0.91,Low
Telangana,Warangal,2020,Alluvial,7.48,0.49,Low
Maharashtra,Pune,2022,Alluvial,7.23,1.04,Medium
Tamil Nadu,Madurai,2019,Loamy,6.43,0.81,Medium
Tamil Nadu,Coimbatore,2017,Loamy,6.41,0.37,Low
Karnataka,Mandya,2017,Loamy,6.19,0.84,Low
Tamil Nadu,Thanjavur,2020,Loamy,6.96,0.75,Medium
Karnataka,Mandya,2016,Clay,6.15,0.35,Medium
Tamil Nadu,Coimbatore,2020,Loamy,7.29,0.35,Medium
Telangana,Adilabad,2020,Black,6.66,0.64,Medium
Tamil Nadu,Madurai,2022,Red,6.08,1.04,High
Karnataka,Mandya,2021,Alluvial,6.67,0.55,Low
Andhra Pradesh,Guntur,2022,Black,8.0,0.8,High
Punjab,Ludhiana,2023,Alluvial,6.79,0.4,High
Maharashtra,Aurangabad,2020,Red,5.97,0.48,Medium
Tamil Nadu,Coimbatore,2017,Alluvial,6.36,0.49,High
Karnataka,Raichur,2017,Loamy,7.43,1.04,Low
Punjab,Patiala,2015,Clay,6.73,0.59,High
Telangana,Nizamabad,2019,Red,6.8,0.7,Low
Maharashtra,Nagpur,2018,Red,5.89,0.68,Medium
Telangana,Adilabad,2023,Black,6.69,0.9,Low
Tamil Nadu,Thanjavur,2023,Clay,7.27,1.15,Low
Karnataka,Mandya,2019,Clay,7.62,1.14,High
Andhra Pradesh,Guntur,2018,Red,7.44,0.57,Low
Andhra Pradesh,Prakasam,2021,Red,5.53,0.6,High
Karnataka,Belgaum,2020,Alluvial,6.03,1.16,High
Andhra Pradesh,Prakasam,2018,Loamy,7.07,0.54,Medium
Punjab,Patiala,2016,Alluvial,6.74,0.52,Low
Karnataka,Mandya,2015,Red,6.85,0.84,Medium
Karnataka,Raichur,2018,Red,7.43,1.09,Medium
Karnataka,Mandya,2018,Loamy,6.82,0.36,Low
Andhra Pradesh,Krishna,2015,Alluvial,6.13,0.93,Medium
Punjab,Patiala,2020,Alluvial,6.53,1.0,Medium
Telangana,Adilabad,2018,Alluvial,5.71,0.95,Low
Andhra Pradesh,Prakasam,2015,Alluvial,6.8,0.57,High
Punjab,Ludhiana,2015,Clay,7.75,0.36,High
Tamil Nadu,Madurai,2015,Red,6.43,0.7,High
Maharashtra,Aurangabad,2022,Clay,7.24,0.51,Medium
Punjab,Ludhiana,2022,Black,6.11,0.7,Low
Telangana,Adilabad,2016,Clay,5.8,0.31,Low
Punjab,Ludhiana,2021,Black,7.33,1.17,Medium
Maharashtra,Pune,2022,Black,6.85,1.06,Low
Maharashtra,Pune,2022,Clay,5.76,0.89,Low
Telangana,Adilabad,2021,Black,5.54,1.17,Medium
Tamil Nadu,Madurai,2019,Loamy,6.77,0.69,High
Punjab,Patiala,2015,Red,7.18,0.38,Low
Telangana,Warangal,2023,Alluvial,7.72,1.09,Low
Andhra Pradesh,Prakasam,2021,Red,5.87,0.64,High
Tamil Nadu,Thanjavur,2016,Clay,6.21,0.75,High
Karnataka,Mandya,2020,Red,7.02,1.05,High
Andhra Pradesh,Prakasam,2016,Black,6.96,0.44,Low
Andhra Pradesh,Krishna,2015,Black,6.49,0.77,High
Maharashtra,Aurangabad,2021,Loamy,6.15,0.72,Low
Andhra Pradesh,Krishna,2016,Alluvial,7.58,0.76,High
Karnataka,Belgaum,2016,Clay,6.06,0.58,Low
Tamil Nadu,Madurai,2019,Red,6.38,0.53,Medium
Karnataka,Raichur,2019,Red,7.49,0.57,Low
Maharashtra,Aurangabad,2021,Alluvial,5.7,1.11,Low
Tamil Nadu,Thanjavur,2015,Clay,6.66,1.13,Medium
Andhra Pradesh,Guntur,2022,Red,7.22,0.79,Medium
Telangana,Warangal,2017,Alluvial,7.35,0.62,Medium
Andhra Pradesh,Krishna,2018,Loamy,7.04,0.55,Low
Maharashtra,Pune,2023,Clay,5.86,0.39,Medium
Punjab,Amritsar,2018,Loamy,5.8,0.4,Low
Telangana,Adilabad,2019,Alluvial,6.24,0.66,High
Punjab,Ludhiana,2021,Black,7.61,1.19,Medium
Tamil Nadu,Coimbatore,2018,Alluvial,6.71,0.89,High
Telangana,Warangal,2015,Clay,7.42,0.76,Medium
Telangana,Adilabad,2023,Alluvial,7.12,1.05,Medium
Andhra Pradesh,Guntur,2018,Loamy,7.13,0.84,Medium
Telangana,Adilabad,2023,Loamy,7.77,0.39,Low
Karnataka,Mandya,2020,Loamy,6.26,0.49,High
Tamil Nadu,Coimbatore,2015,Red,5.56,0.42,Medium
Telangana,Nizamabad,2017,Loamy,7.89,1.09,High
Tamil Nadu,Thanjavur,2016,Clay,7.64,0.6,High
Punjab,Amritsar,2023,Red,6.62,0.39,Medium
Punjab,Ludhiana,2015,Loamy,5.73,0.54,Low
Telangana,Warangal,2023,Loamy,7.0,1.07,Medium
Telangana,Warangal,2023,Loamy,7.67,0.43,Low
Maharashtra,Nagpur,2022,Red,6.0,1.01,Low
Karnataka,Mandya,2022,Loamy,7.49,0.55,High
Maharashtra,Nagpur,2015,Loamy,5.56,0.92,High
Punjab,Ludhiana,2022,Clay,7.88,0.87,Low
Andhra Pradesh,Guntur,2017,Black,5.81,0.59,High
Telangana,Warangal,2021,Loamy,5.79,0.52,High
Andhra Pradesh,Prakasam,2015,Black,5.62,0.45,Low
Telangana,Adilabad,2015,Loamy,7.01,0.57,Low
Tamil Nadu,Madurai,2019,Alluvial,5.94,0.95,High
Karnataka,Mandya,2019,Black,7.18,1.2,Low
Maharashtra,Nagpur,2022,Black,6.41,0.76,Medium
Andhra Pradesh,Prakasam,2021,Clay,6.98,0.41,Medium
Punjab,Ludhiana,2022,Loamy,6.46,0.37,High
Andhra Pradesh,Guntur,2020,Red,7.39,0.89,Low
Tamil Nadu,Coimbatore,2020,Black,6.8,0.83,Medium
Andhra Pradesh,Guntur,2016,Black,7.22,1.08,Low
Punjab,Ludhiana,2020,Clay,5.76,0.83,Low
Andhra Pradesh,Guntur,2019,Black,6.02,1.03,Low
Andhra Pradesh,Prakasam,2017,Black,6.77,0.72,High
Andhra Pradesh,Guntur,2020,Clay,7.84,0.65,Medium
Karnataka,Belgaum,2022,Black,6.41,0.74,High
Telangana,Nizamabad,2023,Alluvial,7.57,1.12,Low
Maharashtra,Aurangabad,2015,Clay,7.64,0.86,High
Punjab,Amritsar,2017,Clay,7.56,0.77,Medium
Punjab,Amritsar,2017,Alluvial,7.09,0.88,Medium
Tamil Nadu,Coimbatore,2022,Red,7.39,1.09,High
Telangana,Warangal,2015,Loamy,7.43,0.66,Low
Andhra Pradesh,Krishna,2019,Clay,7.63,0.52,Low
Telangana,Adilabad,2017,Clay,7.73,0.31,High
Tamil Nadu,Thanjavur,2016,Loamy,7.21,0.43,High
Telangana,Warangal,2022,Black,7.79,0.75,Medium
Tamil Nadu,Thanjavur,2017,Red,5.73,0.43,Low
Karnataka,Belgaum,2021,Black,6.42,0.52,Medium
Telangana,Warangal,2015,Black,5.8,1.06,High
Tamil Nadu,Thanjavur,2020,Clay,5.65,0.83,High
Karnataka,Belgaum,2017,Clay,7.93,1.09,Low
Maharashtra,Aurangabad,2022,Clay,7.16,0.44,Medium
Andhra Pradesh,Guntur,2020,Loamy,6.48,0.6,High
Maharashtra,Nagpur,2016,Alluvial,6.2,0.46,Low
Karnataka,Belgaum,2020,Black,6.39,0.84,High
Tamil Nadu,Coimbatore,2021,Loamy,6.35,1.17,High
Karnataka,Raichur,2019,Black,6.49,1.07,Low
Telangana,Warangal,2017,Clay,7.25,0.52,Low
Tamil Nadu,Thanjavur,2018,Red,6.45,0.33,High
Karnataka,Mandya,2018,Loamy,7.76,1.0,Low
Tamil Nadu,Thanjavur,2020,Alluvial,7.15,1.1,Medium
Punjab,Patiala,2015,Alluvial,6.59,0.62,Low
Andhra Pradesh,Guntur,2018,Clay,6.54,0.51,Low
Andhra Pradesh,Krishna,2018,Red,7.9,0.66,Medium
Punjab,Patiala,2015,Clay,7.92,0.94,Medium
Tamil Nadu,Thanjavur,2023,Loamy,6.35,0.45,Low
Andhra Pradesh,Krishna,2018,Black,7.95,0.9,Low
Punjab,Ludhiana,2021,Black,5.67,1.13,Medium
Punjab,Amritsar,2017,Loamy,6.23,1.05,Medium
Maharashtra,Aurangabad,2017,Loamy,5.87,0.3,Low
Punjab,Ludhiana,2022,Clay,5.61,0.62,High
Punjab,Amritsar,2022,Black,6.75,0.46,Low
Punjab,Patiala,2015,Clay,7.02,0.47,Low
Telangana,Adilabad,2016,Black,6.88,0.83,Low
Tamil Nadu,Coimbatore,2022,Loamy,6.49,0.67,Low
Andhra Pradesh,Guntur,2015,Loamy,7.05,0.91,Medium
Andhra Pradesh,Prakasam,2022,Clay,7.59,0.53,High
Tamil Nadu,Thanjavur,2022,Red,7.76,0.85,Medium
Maharashtra,Nagpur,2016,Clay,7.99,0.59,Medium
Telangana,Warangal,2018,Loamy,7.62,1.19,High
Punjab,Ludhiana,2020,Black,7.26,0.92,High
Maharashtra,Aurangabad,2023,Loamy,6.28,0.5,High
Punjab,Ludhiana,2022,Clay,5.6,0.48,Low
Punjab,Ludhiana,2022,Black,6.44,0.88,High
Tamil Nadu,Thanjavur,2021,Loamy,6.52,0.78,Medium
Andhra Pradesh,Prakasam,2023,Clay,6.75,0.62,Low
Telangana,Nizamabad,2016,Clay,7.97,0.35,Medium
Maharashtra,Pune,2017,Red,7.8,0.43,High
Andhra Pradesh,Prakasam,2022,Loamy,7.37,0.75,Medium
Tamil Nadu,Coimbatore,2020,Loamy,6.25,0.77,Low
Karnataka,Belgaum,2023,Clay,6.82,0.81,Medium
Andhra Pradesh,Guntur,2018,Alluvial,6.92,0.38,Low
Maharashtra,Nagpur,2022,Black,6.83,0.74,Low
Andhra Pradesh,Guntur,2017,Black,6.72,0.47,Medium
Telangana,Adilabad,2017,Clay,7.83,0.61,High
Tamil Nadu,Coimbatore,2022,Red,7.2,0.53,Medium
Telangana,Adilabad,2019,Clay,6.76,0.82,High
Andhra Pradesh,Prakasam,2017,Black,5.84,0.76,Low
Tamil Nadu,Madurai,2015,Red,7.34,0.33,Low
Maharashtra,Pune,2017,Clay,7.53,0.35,High
Karnataka,Mandya,2023,Loamy,6.62,1.0,Low
Maharashtra,Nagpur,2019,Black,7.05,1.01,Medium
Karnataka,Raichur,2016,Loamy,7.31,1.14,Medium
Andhra Pradesh,Guntur,2021,Black,5.98,0.5,Low
Telangana,Warangal,2016,Black,7.09,0.72,Medium
Andhra Pradesh,Prakasam,2018,Red,7.5,0.73,Low
Maharashtra,Pune,2021,Alluvial,6.68,1.06,Low
Telangana,Nizamabad,2018,Clay,5.6,0.8,Low
Telangana,Nizamabad,2021,Alluvial,6.5,1.17,Medium
Karnataka,Raichur,2021,Alluvial,5.81,0.81,High
Telangana,Adilabad,2015,Red,5.63,0.51,High
Tamil Nadu,Thanjavur,2020,Red,6.45,1.1,Medium
Telangana,Adilabad,2023,Loamy,5.75,0.9,Low
Punjab,Patiala,2016,Alluvial,5.98,0.62,High
Tamil Nadu,Thanjavur,2017,Loamy,8.0,1.01,Medium
Tamil Nadu,Thanjavur,2019,Loamy,5.88,0.44,High
Tamil Nadu,Madurai,2023,Black,6.61,0.38,Medium
Andhra Pradesh,Krishna,2018,Alluvial,6.51,0.45,Medium
Maharashtra,Nagpur,2015,Alluvial,5.86,0.6,Medium
Telangana,Adilabad,2018,Clay,6.32,1.02,Medium
Punjab,Patiala,2020,Black,8.0,0.71,High
Telangana,Warangal,2019,Black,5.7,0.79,High
Punjab,Amritsar,2015,Alluvial,6.28,0.82,Low
Maharashtra,Pune,2018,Red,6.24,0.88,Medium
Andhra Pradesh,Krishna,2020,Loamy,6.6,0.78,Low
Andhra Pradesh,Krishna,2018,Red,7.87,1.15,Medium
Maharashtra,Nagpur,2023,Black,6.57,0.38,Medium
Tamil Nadu,Thanjavur,2019,Red,6.69,0.54,Medium
Tamil Nadu,Madurai,2022,Red,7.62,0.64,High
Andhra Pradesh,Krishna,2023,Red,7.38,0.91,Low
Punjab,Patiala,2019,Red,7.46,0.59,Low
Punjab,Ludhiana,2020,Clay,6.58,1.16,Medium
Telangana,Adilabad,2015,Black,7.98,0.83,Low
Karnataka,Raichur,2021,Alluvial,7.18,0.69,High
Maharashtra,Aurangabad,2018,Red,5.69,1.06,Medium
Telangana,Nizamabad,2016,Alluvial,7.33,1.06,Medium
Tamil Nadu,Madurai,2019,Red,7.17,0.89,Low
Maharashtra,Pune,2017,Alluvial,7.28,0.63,Medium
Telangana,Nizamabad,2020,Red,7.26,0.9,Low
Telangana,Nizamabad,2022,Red,6.04,0.43,Medium
Punjab,Amritsar,2021,Loamy,6.75,1.13,Low
Telangana,Adilabad,2017,Alluvial,6.48,0.33,Medium
Telangana,Nizamabad,2022,Loamy,6.48,1.13,Low
Maharashtra,Aurangabad,2016,Clay,7.79,0.67,High
Tamil Nadu,Madurai,2023,Loamy,6.63,0.84,High
Maharashtra,Nagpur,2018,Black,5.96,0.85,Low
Telangana,Warangal,2015,Loamy,6.72,0.73,Low
Telangana,Adilabad,2022,Loamy,7.67,0.43,Low
Telangana,Warangal,2021,Clay,7.62,1.1,Medium
Punjab,Patiala,2019,Loamy,6.82,0.8,High
Andhra Pradesh,Prakasam,2019,Red,6.31,0.72,Medium
Punjab,Amritsar,2021,Loamy,7.24,0.67,High
Tamil Nadu,Thanjavur,2019,Alluvial,6.54,0.46,Low
Andhra Pradesh,Prakasam,2022,Clay,6.1,1.15,Low
Tamil Nadu,Thanjavur,2020,Red,7.65,0.62,Low
Punjab,Patiala,2019,Loamy,6.83,1.07,High
Karnataka,Mandya,2023,Clay,6.93,0.69,Low
Maharashtra,Nagpur,2016,Black,5.91,1.08,Low
Andhra Pradesh,Prakasam,2015,Black,6.51,0.69,High
Punjab,Ludhiana,2022,Red,6.05,0.86,Low
Karnataka,Belgaum,2017,Red,6.48,0.33,Low
Punjab,Amritsar,2021,Alluvial,6.5,0.31,Low
Tamil Nadu,Madurai,2022,Clay,7.69,0.65,High
Telangana,Warangal,2020,Clay,6.79,0.5,Medium
Maharashtra,Aurangabad,2023,Red,7.71,0.96,Medium
Punjab,Ludhiana,2021,Loamy,7.3,0.65,Medium
Maharashtra,Nagpur,2019,Clay,7.9,0.62,Medium
Andhra Pradesh,Krishna,2022,Alluvial,7.92,0.62,Low
Punjab,Ludhiana,2016,Red,7.37,0.83,High
Karnataka,Mandya,2021,Clay,7.46,0.87,Low
Tamil Nadu,Thanjavur,2018,Red,5.61,1.11,High
Punjab,Amritsar,2023,Alluvial,7.68,0.4,Medium
Maharashtra,Aurangabad,2015,Black,6.36,0.8,Low
Karnataka,Belgaum,2021,Alluvial,5.62,0.65,High
Maharashtra,Aurangabad,2020,Clay,7.2,1.05,Low
Telangana,Nizamabad,2022,Black,7.95,1.07,High
Telangana,Warangal,2019,Loamy,6.0,0.32,Medium
Tamil Nadu,Coimbatore,2015,Clay,7.82,0.44,Low
Andhra Pradesh,Krishna,2015,Red,6.1,0.88,High
Karnataka,Belgaum,2023,Black,6.8,0.52,Medium
Telangana,Nizamabad,2020,Alluvial,6.51,0.95,Low
Tamil Nadu,Madurai,2019,Clay,7.1,0.7,Medium
Telangana,Adilabad,2015,Loamy,6.76,0.71,High
Telangana,Adilabad,2020,Red,7.57,1.17,High
Maharashtra,Pune,2020,Clay,5.74,1.0,Medium
Punjab,Amritsar,2017,Black,6.31,1.01,Medium
Karnataka,Raichur,2022,Clay,5.88,0.92,High
Punjab,Patiala,2015,Black,6.0,0.91,Medium
Maharashtra,Pune,2015,Loamy,6.43,0.43,Low
Tamil Nadu,Thanjavur,2020,Red,5.74,0.76,Medium
Tamil Nadu,Thanjavur,2015,Clay,5.98,0.66,Medium
Punjab,Patiala,2020,Black,6.6,0.76,High
Andhra Pradesh,Krishna,2015,Clay,6.39,1.07,High
Andhra Pradesh,Krishna,2020,Black,6.64,1.0,Medium
Punjab,Amritsar,2017,Red,5.87,0.34,Medium
Tamil Nadu,Madurai,2022,Red,7.12,1.12,High
Punjab,Ludhiana,2020,Clay,7.62,1.12,Medium
Tamil Nadu,Coimbatore,2015,Loamy,5.9,0.83,Low
Tamil Nadu,Madurai,2019,Alluvial,7.57,0.47,High
Andhra Pradesh,Krishna,2022,Alluvial,6.79,0.91,High
Telangana,Warangal,2017,Red,5.54,0.45,High
Karnataka,Belgaum,2020,Black,7.07,0.9,High
Maharashtra,Aurangabad,2019,Black,7.96,0.41,High
Andhra Pradesh,Prakasam,2020,Black,7.62,0.62,High
Telangana,Adilabad,2015,Red,6.5,0.76,Medium
Maharashtra,Aurangabad,2021,Red,6.1,0.38,High
Tamil Nadu,Madurai,2023,Black,7.52,1.13,High
Maharashtra,Aurangabad,2016,Red,7.35,0.45,Low
Maharashtra,Aurangabad,2019,Loamy,6.83,0.48,Medium
Tamil Nadu,Thanjavur,2018,Black,7.51,0.54,Medium
Telangana,Warangal,2020,Red,5.93,0.58,Low
Karnataka,Raichur,2020,Loamy,7.65,1.18,High
Punjab,Patiala,2016,Clay,6.13,0.32,Low
Maharashtra,Aurangabad,2016,Alluvial,7.08,0.47,High
Telangana,Nizamabad,2018,Loamy,6.95,0.85,Low
Karnataka,Raichur,2015,Red,6.31,0.93,Low
Punjab,Ludhiana,2023,Clay,5.93,1.1,Medium
Andhra Pradesh,Prakasam,2021,Loamy,6.26,0.64,Medium
Telangana,Nizamabad,2021,Alluvial,5.72,1.12,High
Punjab,Patiala,2017,Red,5.57,1.14,Medium
Karnataka,Raichur,2017,Loamy,7.27,1.18,Low
Punjab,Ludhiana,2015,Red,7.97,0.65,High
Tamil Nadu,Coimbatore,2017,Black,6.4,0.5,Low
Telangana,Warangal,2017,Loamy,6.7,1.19,Low
Punjab,Amritsar,2018,Loamy,6.63,0.96,High
Karnataka,Mandya,2018,Clay,5.64,0.75,High
Tamil Nadu,Coimbatore,2017,Red,5.64,0.92,High
Andhra Pradesh,Guntur,2022,Alluvial,6.0,0.57,Low
Telangana,Warangal,2022,Red,6.33,0.35,Medium
Andhra Pradesh,Prakasam,2015,Clay,7.26,1.17,Low
Telangana,Warangal,2021,Red,7.13,0.97,Low
Telangana,Adilabad,2016,Loamy,6.95,0.52,High
Karnataka,Raichur,2015,Alluvial,6.47,0.98,Low
Maharashtra,Aurangabad,2017,Clay,7.52,0.4,High
Tamil Nadu,Thanjavur,2018,Red,6.94,0.95,High
Telangana,Nizamabad,2020,Black,5.9,0.59,Medium
Karnataka,Belgaum,2019,Red,6.27,0.87,High
Telangana,Adilabad,2018,Clay,6.07,0.53,Low
Karnataka,Mandya,2022,Black,7.34,0.72,High
Maharashtra,Aurangabad,2018,Loamy,7.63,0.93,Low
Andhra Pradesh,Guntur,2016,Alluvial,5.75,0.53,Medium
Punjab,Ludhiana,2017,Alluvial,6.27,0.81,High
Maharashtra,Aurangabad,2020,Clay,7.83,0.68,Medium
Maharashtra,Pune,2022,Alluvial,7.32,0.54,High
Tamil Nadu,Madurai,2022,Alluvial,6.47,0.82,Medium
Tamil Nadu,Thanjavur,2023,Alluvial,5.66,1.1,High
Karnataka,Mandya,2021,Alluvial,6.33,1.0,Low
Maharashtra,Aurangabad,2016,Clay,6.26,0.81,Low
Karnataka,Raichur,2022,Red,7.72,0.98,High
Maharashtra,Pune,2021,Red,7.13,0.89,Medium
Punjab,Patiala,2022,Loamy,7.33,1.05,Low
Tamil Nadu,Coimbatore,2017,Red,6.21,1.01,High
Maharashtra,Pune,2021,Loamy,5.52,0.44,Low
Punjab,Amritsar,2023,Clay,6.36,0.71,Low
Telangana,Warangal,2017,Red,7.8,0.98,Medium
Andhra Pradesh,Prakasam,2020,Alluvial,5.79,0.9,Low
Telangana,Warangal,2016,Red,7.76,0.39,Low
Karnataka,Raichur,2016,Alluvial,6.4,0.91,Low
Telangana,Adilabad,2019,Loamy,6.71,0.92,Medium
Karnataka,Belgaum,2019,Red,7.89,1.02,Medium
Telangana,Nizamabad,2021,Clay,7.02,0.95,Low
Andhra Pradesh,Guntur,2016,Black,5.58,0.66,Low
Andhra Pradesh,Prakasam,2021,Loamy,7.5,0.72,Low
Karnataka,Mandya,2019,Black,7.91,1.0,Low
Punjab,Patiala,2020,Red,5.81,1.06,Low
Maharashtra,Pune,2022,Alluvial,7.38,1.03,Low
Tamil Nadu,Madurai,2018,Clay,7.59,1.0,Medium
Punjab,Ludhiana,2021,Red,6.32,0.61,High
Telangana,Adilabad,2020,Clay,5.95,0.43,Medium
Tamil Nadu,Madurai,2016,Black,6.15,0.77,High
Telangana,Warangal,2022,Black,5.99,0.43,Medium
Tamil Nadu,Madurai,2023,Alluvial,7.49,0.32,Low
Tamil Nadu,Thanjavur,2019,Clay,7.84,0.8,High
Maharashtra,Aurangabad,2018,Alluvial,7.07,0.98,Medium
Telangana,Warangal,2020,Black,7.99,0.93,Low
Karnataka,Belgaum,2022,Black,7.09,1.13,High
Punjab,Patiala,2017,Black,6.2,0.31,High
Karnataka,Belgaum,2015,Red,7.99,1.16,High
Punjab,Ludhiana,2018,Alluvial,6.16,0.6,Low
Karnataka,Belgaum,2018,Black,7.95,0.35,Low
Telangana,Nizamabad,2015,Alluvial,5.64,0.7,Low
Maharashtra,Aurangabad,2023,Loamy,6.32,0.63,Medium
Punjab,Patiala,2017,Loamy,7.41,0.46,Low
Karnataka,Mandya,2019,Loamy,7.01,1.15,Medium
Maharashtra,Aurangabad,2020,Red,6.11,0.76,High
Telangana,Nizamabad,2022,Clay,7.66,0.83,High
Karnataka,Mandya,2020,Alluvial,5.83,1.07,Low
Andhra Pradesh,Guntur,2017,Black,7.21,0.55,Low
Andhra Pradesh,Prakasam,2020,Alluvial,6.48,0.68,High
Tamil Nadu,Thanjavur,2015,Loamy,6.93,0.92,High
Andhra Pradesh,Prakasam,2018,Alluvial,7.49,0.91,Medium
Punjab,Ludhiana,2020,Loamy,6.89,0.99,Low
Karnataka,Mandya,2021,Alluvial,6.83,0.76,High
Karnataka,Belgaum,2017,Alluvial,7.18,0.4,Medium
Maharashtra,Aurangabad,2023,Clay,5.93,0.33,High
Tamil Nadu,Madurai,2021,Alluvial,6.66,1.11,Medium
Tamil Nadu,Thanjavur,2015,Clay,7.33,1.04,High
Punjab,Ludhiana,2016,Red,7.67,0.81,Medium
Telangana,Warangal,2015,Clay,7.72,1.19,Medium
Maharashtra,Aurangabad,2023,Loamy,5.96,0.56,Low
Punjab,Ludhiana,2023,Black,6.16,1.17,High
Karnataka,Mandya,2021,Red,6.39,0.83,High
Punjab,Ludhiana,2017,Clay,7.58,1.02,Low
Maharashtra,Aurangabad,2019,Loamy,5.84,1.09,High
Telangana,Adilabad,2018,Alluvial,5.95,1.03,Medium
Tamil Nadu,Madurai,2021,Red,6.65,0.68,Low
Karnataka,Belgaum,2023,Red,7.01,0.59,Low
Punjab,Patiala,2016,Loamy,6.46,0.83,Medium
Maharashtra,Pune,2022,Alluvial,7.67,0.67,Medium
Telangana,Adilabad,2023,Clay,7.28,0.6,Low
Karnataka,Mandya,2023,Red,6.58,1.1,High
Maharashtra,Pune,2021,Black,7.04,0.37,High
Karnataka,Mandya,2023,Alluvial,6.23,0.38,High
Karnataka,Mandya,2023,Alluvial,7.7,0.38,Low
Andhra Pradesh,Krishna,2017,Red,7.81,0.33,Medium
Karnataka,Raichur,2018,Black,5.85,1.04,High
Maharashtra,Pune,2016,Red,5.69,0.73,Medium
Telangana,Nizamabad,2017,Red,7.28,1.01,High
Tamil Nadu,Thanjavur,2019,Loamy,6.2,0.99,High
Andhra Pradesh,Krishna,2019,Clay,7.41,0.79,High
Karnataka,Belgaum,2020,Clay,7.67,0.98,Medium
Telangana,Adilabad,2021,Clay,7.67,1.19,High
Maharashtra,Aurangabad,2021,Red,6.79,0.45,Low
Telangana,Adilabad,2015,Loamy,7.98,0.38,Medium
Maharashtra,Nagpur,2016,Loamy,6.69,1.05,Low
Tamil Nadu,Madurai,2023,Alluvial,6.64,0.83,Medium
Tamil Nadu,Thanjavur,2016,Red,7.94,0.47,High
Andhra Pradesh,Guntur,2020,Loamy,6.58,0.66,Low
Tamil Nadu,Thanjavur,2015,Loamy,6.19,0.5,High
Andhra Pradesh,Prakasam,2017,Loamy,6.01,1.11,Medium
Tamil Nadu,Madurai,2016,Loamy,7.91,0.82,Low
Telangana,Nizamabad,2017,Red,7.04,1.16,Low
Telangana,Nizamabad,2019,Clay,7.85,1.03,High
Tamil Nadu,Madurai,2020,Alluvial,6.41,0.45,Medium
Telangana,Adilabad,2023,Loamy,7.69,0.57,High
Telangana,Warangal,2018,Clay,5.7,0.48,Medium
Karnataka,Belgaum,2021,Alluvial,7.03,0.83,High
Maharashtra,Aurangabad,2020,Loamy,7.76,0.6,Low
Maharashtra,Nagpur,2016,Red,7.22,0.46,Low
Maharashtra,Nagpur,2022,Alluvial,5.52,0.72,Low
Telangana,Warangal,2021,Red,7.39,0.97,Medium
Karnataka,Mandya,2021,Alluvial,7.35,0.4,Low
Andhra Pradesh,Prakasam,2022,Alluvial,7.43,1.09,Low
Karnataka,Belgaum,2015,Alluvial,7.51,0.89,High
Tamil Nadu,Madurai,2015,Loamy,7.19,0.89,Medium
Telangana,Nizamabad,2022,Clay,5.95,1.19,High
Tamil Nadu,Thanjavur,2018,Black,5.83,0.82,High
Telangana,Adilabad,2019,Red,6.55,0.45,Low
Maharashtra,Nagpur,2022,Loamy,6.01,1.13,Medium
Andhra Pradesh,Krishna,2019,Red,7.26,0.66,High
Telangana,Adilabad,2018,Clay,7.67,0.75,Medium
Maharashtra,Nagpur,2020,Loamy,6.49,0.96,Medium
Telangana,Warangal,2019,Red,7.91,1.12,Low
Karnataka,Belgaum,2021,Alluvial,5.67,0.84,Medium
Tamil Nadu,Madurai,2021,Clay,5.75,1.16,High
Punjab,Amritsar,2018,Clay,7.44,0.64,Low
Punjab,Amritsar,2019,Red,7.49,0.58,Low
Karnataka,Mandya,2017,Red,7.19,0.81,Low
Maharashtra,Pune,2018,Loamy,6.72,0.77,High
Tamil Nadu,Madurai,2018,Loamy,6.77,0.42,Medium
Punjab,Patiala,2017,Clay,7.47,0.91,Medium
Maharashtra,Aurangabad,2019,Black,5.99,0.54,Medium
Telangana,Warangal,2019,Loamy,6.86,0.65,Low
Tamil Nadu,Madurai,2021,Loamy,5.52,0.73,High
Andhra Pradesh,Guntur,2018,Clay,5.69,0.57,Low
Punjab,Ludhiana,2018,Clay,6.55,0.58,Low
Telangana,Warangal,2023,Clay,7.1,0.59,High
Telangana,Warangal,2020,Loamy,6.16,0.43,Low
Andhra Pradesh,Prakasam,2018,Alluvial,7.93,0.79,High
Karnataka,Raichur,2016,Loamy,7.49,0.7,High
Andhra Pradesh,Prakasam,2020,Clay,6.42,1.14,High
Andhra Pradesh,Prakasam,2016,Alluvial,5.75,0.3,Medium
Telangana,Warangal,2019,Red,6.82,0.73,High
