State,District,Crop_Year,Season,Crop,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha
Karnataka,Mandya,2023.0,Rabi,Rice,13925.87,39943.89,2.87
Andhra Pradesh,Prakasam,2023.0,Summer,Groundnut,41809.6,100492.59,2.4
Punjab,Amritsar,2023.0,Rabi,Rice,79945.25,120469.4,1.51
Maharashtra,Aurangabad,2016.0,Kharif,Cotton,47813.09,109484.03,2.29
Karnataka,Raichur,2021.0,Kharif,Cotton,8822.64,18122.22,2.05
Andhra Pradesh,Guntur,2020.0,Rabi,Groundnut,109644.67,170672.97,1.56
Punjab,Ludhiana,2016.0,Rabi,Maize,16021.33,61918.98,3.86
Andhra Pradesh,Krishna,2015.0,Rabi,Groundnut,16856.13,29096.44,1.73
Punjab,Patiala,2016.0,Kharif,Maize,118056.95,319389.62,2.71
Telangana,Warangal,2017.0,Kharif,Maize,103081.26,240553.11,2.33
Andhra Pradesh,Krishna,2017.0,Summer,Cotton,26181.76,53104.52,2.03
Punjab,Amritsar,2015.0,Summer,Maize,15994.67,55817.63,3.49
Tamil Nadu,Thanjavur,2018.0,Kharif,Wheat,34442.99,83360.37,2.42
Telangana,Nizamabad,2018.0,Kharif,Wheat,78800.37,204160.06,2.59
Tamil Nadu,Coimbatore,2017.0,Kharif,Wheat,32974.55,108588.97,3.29
Punjab,Amritsar,2017.0,Rabi,Sugarcane,29906.51,61518.03,2.06
Maharashtra,Pune,2022.0,Summer,Sugarcane,54242.63,82173.76,1.51
Punjab,Patiala,2018.0,Rabi,Groundnut,35776.61,133671.05,3.74
Karnataka,Raichur,2021.0,Kharif,Soybean,91290.73,311298.85,3.41
Maharashtra,Aurangabad,2023.0,Rabi,Cotton,78252.27,202013.68,2.58
Tamil Nadu,Coimbatore,2021.0,Rabi,Cotton,101006.51,179422.46,1.78
Karnataka,Mandya,2020.0,Rabi,Groundnut,98618.52,314411.78,3.19
Andhra Pradesh,Krishna,2017.0,Rabi,Pulses,47519.17,106389.0,2.24
Karnataka,Raichur,2021.0,Summer,Rice,52896.25,96042.62,1.82
Maharashtra,Pune,2021.0,Kharif,Cotton,102634.54,368859.05,3.59
Telangana,Adilabad,2021.0,Rabi,Pulses,54944.76,134798.3,2.45
Telangana,Adilabad,2021.0,Summer,Cotton,19637.41,66794.12,3.4
Tamil Nadu,Madurai,2018.0,Summer,Soybean,22721.04,47887.86,2.11
Karnataka,Belgaum,2017.0,Summer,Pulses,39248.18,98758.79,2.52
Andhra Pradesh,Guntur,2021.0,Summer,Pulses,114353.74,427092.92,3.73
Tamil Nadu,Thanjavur,2018.0,Rabi,Soybean,113121.41,266950.42,2.36
Tamil Nadu,Coimbatore,2015.0,Kharif,Groundnut,52490.26,94682.16,1.8
Karnataka,Raichur,2022.0,Rabi,Maize,72877.34,160992.8,2.21
Tamil Nadu,Madurai,2016.0,Rabi,Wheat,45765.73,99486.01,2.17
Tamil Nadu,Thanjavur,2023.0,Rabi,Wheat,80414.55,288198.88,3.58
Andhra Pradesh,Guntur,2022.0,Kharif,Cotton,97736.35,285580.87,2.92
Maharashtra,Nagpur,2017.0,Summer,Pulses,94126.79,359545.52,3.82
Andhra Pradesh,Krishna,2023.0,Rabi,Groundnut,108941.14,169653.71,1.56
Telangana,Adilabad,2018.0,Summer,Sugarcane,18549.83,82317.4,4.44
Punjab,Amritsar,2019.0,Summer,Cotton,95044.68,268602.42,2.83
Telangana,Adilabad,2017.0,Kharif,Sugarcane,49689.05,179257.91,3.61
Punjab,Amritsar,2016.0,Kharif,Cotton,57901.09,216790.58,3.74
Tamil Nadu,Madurai,2018.0,Kharif,Sugarcane,50472.34,162418.59,3.22
Tamil Nadu,Madurai,2016.0,Summer,Wheat,25875.04,70919.2,2.74
Maharashtra,Aurangabad,2022.0,Summer,Sugarcane,15169.59,41412.89,2.73
Karnataka,Mandya,2023.0,Summer,Groundnut,30782.58,76522.71,2.49
Tamil Nadu,Thanjavur,2021.0,Kharif,Rice,17355.16,44250.68,2.55
Tamil Nadu,Thanjavur,2018.0,Rabi,Wheat,70283.95,162800.54,2.32
Tamil Nadu,Thanjavur,2018.0,Kharif,Wheat,31636.74,139713.81,4.42
Telangana,Adilabad,2018.0,Rabi,Groundnut,115054.71,267030.0,2.32
Andhra Pradesh,Krishna,2023.0,Summer,Rice,96671.38,221948.46,2.3
Karnataka,Mandya,2022.0,Rabi,Wheat,74056.97,119460.68,1.61
Punjab,Patiala,2021.0,Kharif,Wheat,6198.52,14558.94,2.35
Karnataka,Raichur,2015.0,Kharif,Wheat,102568.39,355755.54,3.47
Telangana,Warangal,2023.0,Summer,Maize,100541.28,276658.17,2.75
Maharashtra,Nagpur,2015.0,Summer,Groundnut,91018.82,156284.88,1.72
Tamil Nadu,Madurai,2019.0,Kharif,Rice,21603.64,94285.18,4.36
Telangana,Adilabad,2023.0,Rabi,Soybean,35030.31,68932.96,1.97
Andhra Pradesh,Guntur,2016.0,Kharif,Soybean,53928.72,193392.53,3.59
Tamil Nadu,Madurai,2016.0,Rabi,Wheat,28622.02,89605.11,3.13
Andhra Pradesh,Guntur,2016.0,Rabi,Soybean,103349.46,429032.44,4.15
Maharashtra,Nagpur,2016.0,Kharif,Cotton,72041.18,174938.41,2.43
Andhra Pradesh,Guntur,2015.0,Rabi,Sugarcane,23580.78,101363.33,4.3
Tamil Nadu,Madurai,2016.0,Rabi,Wheat,18711.58,75242.04,4.02
Maharashtra,Aurangabad,2017.0,Rabi,Sugarcane,109493.48,471003.71,4.3
Andhra Pradesh,Prakasam,2022.0,Rabi,Cotton,102650.31,267456.12,2.61
Maharashtra,Pune,2016.0,Kharif,Groundnut,32466.84,125512.07,3.87
Andhra Pradesh,Guntur,2016.0,Rabi,Pulses,80626.45,212600.05,2.64
Tamil Nadu,Coimbatore,2017.0,Kharif,Maize,18681.6,43936.82,2.35
Andhra Pradesh,Guntur,2020.0,Kharif,Cotton,30046.42,49702.71,1.65
Tamil Nadu,Madurai,2017.0,Summer,Groundnut,49681.65,135112.22,2.72
Punjab,Amritsar,2020.0,Kharif,Soybean,25182.54,87332.15,3.47
Karnataka,Belgaum,2017.0,Kharif,Wheat,77794.61,182738.54,2.35
Karnataka,Mandya,2023.0,Summer,Pulses,73679.23,246143.53,3.34
Tamil Nadu,Madurai,2021.0,Rabi,Soybean,74518.54,225049.77,3.02
Tamil Nadu,Thanjavur,2020.0,Kharif,Rice,17186.19,76843.35,4.47
Karnataka,Raichur,2022.0,Rabi,Soybean,45004.83,157076.94,3.49
Maharashtra,Nagpur,2023.0,Rabi,Soybean,39068.03,75672.18,1.94
Telangana,Adilabad,2017.0,Rabi,Wheat,49817.37,94643.39,1.9
Karnataka,Belgaum,2015.0,Rabi,Groundnut,34783.91,143375.6,4.12
Maharashtra,Nagpur,2019.0,Kharif,Rice,103787.46,359284.01,3.46
Punjab,Ludhiana,2021.0,Kharif,Cotton,63563.06,277590.22,4.37
Maharashtra,Nagpur,2023.0,Kharif,Sugarcane,56184.17,220471.18,3.92
Andhra Pradesh,Guntur,2023.0,Rabi,Groundnut,73943.08,260053.93,3.52
Andhra Pradesh,Krishna,2017.0,Summer,Maize,5886.38,16028.21,2.72
Telangana,Nizamabad,2020.0,Kharif,Wheat,105070.89,365520.9,3.48
Telangana,Warangal,2017.0,Summer,Maize,25812.85,81780.25,3.17
Punjab,Ludhiana,2020.0,Rabi,Sugarcane,104627.74,322046.96,3.08
Punjab,Patiala,2015.0,Kharif,Sugarcane,36385.75,58837.26,1.62
Tamil Nadu,Coimbatore,2016.0,Summer,Pulses,31239.9,130261.65,4.17
Andhra Pradesh,Prakasam,2020.0,Kharif,Wheat,81706.59,325039.28,3.98
Punjab,Ludhiana,2017.0,Rabi,Soybean,23944.18,82113.82,3.43
Tamil Nadu,Thanjavur,2019.0,Rabi,Rice,18530.92,66722.92,3.6
Karnataka,Belgaum,2015.0,Summer,Pulses,73861.42,213687.28,2.89
Telangana,Warangal,2015.0,Summer,Maize,102921.04,161708.4,1.57
Punjab,Ludhiana,2020.0,Summer,Sugarcane,32897.25,56965.01,1.73
Punjab,Ludhiana,2019.0,Summer,Wheat,38109.79,120694.11,3.17
Maharashtra,Pune,2015.0,Summer,Maize,25157.91,86157.75,3.42
Karnataka,Raichur,2021.0,Kharif,Cotton,30531.5,77338.08,2.53
Tamil Nadu,Madurai,2018.0,Summer,Rice,58435.8,190240.58,3.26
Andhra Pradesh,Prakasam,2018.0,Kharif,Maize,99749.35,335326.92,3.36
Karnataka,Belgaum,2021.0,Kharif,Sugarcane,73570.05,113387.81,1.54
Punjab,Patiala,2022.0,Rabi,Soybean,95188.5,311939.33,3.28
Punjab,Patiala,2019.0,Summer,Rice,26455.83,110701.2,4.18
Andhra Pradesh,Krishna,2015.0,Summer,Groundnut,84289.1,217285.36,2.58
Telangana,Nizamabad,2021.0,Kharif,Groundnut,12667.92,20843.96,1.65
Punjab,Amritsar,2018.0,Kharif,Pulses,57019.92,132292.22,2.32
Maharashtra,Nagpur,2020.0,Rabi,Wheat,21548.69,59110.72,2.74
Telangana,Adilabad,2023.0,Rabi,Wheat,11737.41,30202.03,2.57
Karnataka,Mandya,2022.0,Kharif,Sugarcane,88131.88,295056.34,3.35
Telangana,Nizamabad,2019.0,Rabi,Groundnut,39648.81,151522.53,3.82
Maharashtra,Nagpur,2023.0,Kharif,Soybean,37428.18,76823.48,2.05
Karnataka,Mandya,2018.0,Kharif,Sugarcane,39670.38,60072.95,1.51
Andhra Pradesh,Krishna,2017.0,Rabi,Wheat,40398.63,147876.72,3.66
Punjab,Ludhiana,2016.0,Summer,Groundnut,42677.24,107295.26,2.51
Maharashtra,Pune,2017.0,Rabi,Rice,100921.08,321867.48,3.19
Maharashtra,Nagpur,2017.0,Rabi,Maize,47426.1,79879.89,1.68
Telangana,Warangal,2020.0,Summer,Maize,82700.5,196277.23,2.37
Telangana,Warangal,2023.0,Rabi,Wheat,110986.6,212861.03,1.92
Maharashtra,Nagpur,2015.0,Rabi,Rice,109839.57,210833.14,1.92
Maharashtra,Pune,2016.0,Summer,Maize,55901.51,100490.02,1.8
Punjab,Ludhiana,2015.0,Kharif,Maize,39734.08,108148.72,2.72
Tamil Nadu,Thanjavur,2018.0,Rabi,Wheat,72889.13,306100.92,4.2
Maharashtra,Aurangabad,2015.0,Rabi,Cotton,50564.73,225448.28,4.46
Punjab,Ludhiana,2018.0,Kharif,Cotton,72432.48,217321.71,3.0
Punjab,Patiala,2017.0,Kharif,Soybean,22390.73,61663.19,2.75
Karnataka,Raichur,2018.0,Kharif,Rice,78943.5,168539.58,2.13
Tamil Nadu,Thanjavur,2022.0,Summer,Pulses,14746.55,24853.58,1.69
Andhra Pradesh,Prakasam,2020.0,Kharif,Rice,54483.0,143309.28,2.63
Telangana,Adilabad,2019.0,Summer,Groundnut,85501.6,144666.23,1.69
Karnataka,Belgaum,2019.0,Summer,Soybean,5282.6,15047.44,2.85
Tamil Nadu,Thanjavur,2019.0,Kharif,Cotton,96301.01,243871.34,2.53
Telangana,Warangal,2021.0,Kharif,Cotton,79852.3,232064.3,2.91
Tamil Nadu,Thanjavur,2021.0,Rabi,Sugarcane,38306.91,141802.63,3.7
Telangana,Adilabad,2016.0,Summer,Rice,75717.96,328233.02,4.33
Punjab,Ludhiana,2022.0,Kharif,Wheat,117014.02,325734.8,2.78
Maharashtra,Aurangabad,2015.0,Rabi,Groundnut,44629.1,155153.08,3.48
Karnataka,Belgaum,2015.0,Kharif,Wheat,95131.65,188395.19,1.98
Andhra Pradesh,Prakasam,2023.0,Rabi,Soybean,11318.57,39462.68,3.49
Karnataka,Raichur,2017.0,Kharif,Rice,33279.25,117326.57,3.53
Maharashtra,Pune,2021.0,Kharif,Pulses,77357.95,226927.23,2.93
Maharashtra,Nagpur,2017.0,Kharif,Soybean,22384.39,79506.36,3.55
Andhra Pradesh,Prakasam,2017.0,Summer,Soybean,13235.42,25334.96,1.91
Karnataka,Raichur,2023.0,Summer,Sugarcane,47277.94,102215.41,2.16
Maharashtra,Nagpur,2017.0,Rabi,Wheat,74721.51,155248.54,2.08
Andhra Pradesh,Guntur,2020.0,Rabi,Cotton,93884.55,210017.34,2.24
Tamil Nadu,Madurai,2016.0,Kharif,Maize,28825.59,65692.35,2.28
Punjab,Patiala,2018.0,Rabi,Groundnut,19583.14,57500.86,2.94
Tamil Nadu,Madurai,2022.0,Kharif,Sugarcane,80797.75,170088.66,2.11
Karnataka,Belgaum,2016.0,Rabi,Groundnut,106474.23,268579.29,2.52
Telangana,Nizamabad,2016.0,Kharif,Maize,16311.61,37914.26,2.32
Andhra Pradesh,Krishna,2021.0,Kharif,Soybean,50185.72,102979.46,2.05
Maharashtra,Nagpur,2017.0,Kharif,Soybean,61102.95,273757.69,4.48
Punjab,Amritsar,2022.0,Kharif,Cotton,114270.96,296681.04,2.6
Maharashtra,Pune,2022.0,Summer,Groundnut,117404.2,267744.17,2.28
Maharashtra,Aurangabad,2021.0,Summer,Sugarcane,23370.41,54594.36,2.34
Tamil Nadu,Coimbatore,2015.0,Kharif,Soybean,40285.11,136019.57,3.38
Punjab,Ludhiana,2017.0,Summer,Groundnut,116629.89,321480.95,2.76
Maharashtra,Aurangabad,2017.0,Kharif,Soybean,99118.69,164805.62,1.66
Maharashtra,Nagpur,2022.0,Rabi,Pulses,25622.16,111045.76,4.33
Karnataka,Belgaum,2022.0,Summer,Rice,72195.28,154969.52,2.15
Karnataka,Belgaum,2017.0,Kharif,Maize,71185.72,171093.83,2.4
Karnataka,Belgaum,2017.0,Kharif,Rice,95553.54,227238.0,2.38
Maharashtra,Pune,2020.0,Rabi,Rice,116833.56,428676.2,3.67
Maharashtra,Nagpur,2023.0,Kharif,Soybean,38500.27,133454.17,3.47
Maharashtra,Nagpur,2023.0,Kharif,Cotton,20404.75,48518.72,2.38
Tamil Nadu,Madurai,2018.0,Kharif,Maize,56141.35,207353.01,3.69
Telangana,Nizamabad,2019.0,Summer,Rice,41415.46,151303.23,3.65
Maharashtra,Pune,2022.0,Summer,Groundnut,6351.33,13283.11,2.09
Karnataka,Mandya,2021.0,Summer,Maize,28053.04,51574.71,1.84
Telangana,Warangal,2023.0,Kharif,Rice,38600.46,164218.62,4.25
Telangana,Adilabad,2018.0,Summer,Sugarcane,28528.17,107214.97,3.76
Maharashtra,Pune,2023.0,Kharif,Groundnut,24134.35,106961.99,4.43
Tamil Nadu,Madurai,2016.0,Rabi,Groundnut,85190.86,225208.15,2.64
Punjab,Patiala,2019.0,Summer,Sugarcane,107425.04,443678.76,4.13
Tamil Nadu,Thanjavur,2020.0,Summer,Rice,110481.09,258503.12,2.34
Karnataka,Mandya,2017.0,Kharif,Wheat,35078.36,91511.5,2.61
Andhra Pradesh,Prakasam,2015.0,Rabi,Cotton,99860.07,440120.29,4.41
Andhra Pradesh,Guntur,2019.0,Rabi,Wheat,50023.01,146346.33,2.93
Tamil Nadu,Madurai,2015.0,Summer,Rice,29924.77,91921.95,3.07
Tamil Nadu,Madurai,2019.0,Rabi,Rice,78376.6,131966.86,1.68
Andhra Pradesh,Krishna,2020.0,Kharif,Cotton,51651.69,215949.23,4.18
Punjab,Ludhiana,2018.0,Rabi,Cotton,65080.68,225412.82,3.46
Punjab,Patiala,2019.0,Rabi,Cotton,57679.37,147474.08,2.56
Andhra Pradesh,Guntur,2015.0,Summer,Rice,16857.57,45683.13,2.71
Punjab,Amritsar,2016.0,Rabi,Sugarcane,61011.7,240808.62,3.95
Tamil Nadu,Coimbatore,2015.0,Kharif,Rice,22798.29,65836.2,2.89
Karnataka,Mandya,2023.0,Summer,Groundnut,84800.21,291501.92,3.44
Telangana,Adilabad,2016.0,Rabi,Wheat,17270.86,52639.35,3.05
Maharashtra,Pune,2016.0,Kharif,Groundnut,70406.28,204887.09,2.91
Maharashtra,Pune,2023.0,Summer,Soybean,28225.93,59207.24,2.1
Maharashtra,Nagpur,2020.0,Kharif,Pulses,104456.31,260986.01,2.5
Tamil Nadu,Thanjavur,2019.0,Kharif,Soybean,46001.76,143403.84,3.12
Tamil Nadu,Coimbatore,2022.0,Rabi,Groundnut,86142.76,270169.28,3.14
Telangana,Adilabad,2023.0,Kharif,Cotton,23755.86,46981.18,1.98
Maharashtra,Aurangabad,2022.0,Kharif,Maize,109123.48,392975.18,3.6
Punjab,Patiala,2020.0,Kharif,Rice,67033.97,154382.85,2.3
Maharashtra,Pune,2018.0,Summer,Pulses,5494.55,22664.56,4.12
Telangana,Warangal,2020.0,Summer,Maize,28518.48,119858.91,4.2
Maharashtra,Nagpur,2021.0,Rabi,Pulses,73140.6,287688.1,3.93
Telangana,Adilabad,2020.0,Kharif,Soybean,98265.7,356739.98,3.63
Telangana,Adilabad,2020.0,Summer,Maize,113489.6,315433.82,2.78
Telangana,Warangal,2015.0,Kharif,Pulses,66544.65,212470.99,3.19
Maharashtra,Nagpur,2022.0,Summer,Rice,93035.46,202006.11,2.17
Karnataka,Mandya,2022.0,Rabi,Pulses,57426.26,214813.63,3.74
Andhra Pradesh,Guntur,2020.0,Kharif,Sugarcane,19751.24,73029.48,3.7
Karnataka,Raichur,2015.0,Kharif,Groundnut,94726.77,159561.14,1.68
Maharashtra,Nagpur,2015.0,Kharif,Maize,100137.24,365399.18,3.65
Punjab,Ludhiana,2019.0,Rabi,Cotton,61218.88,254997.69,4.17
Andhra Pradesh,Krishna,2022.0,Summer,Pulses,118327.4,210836.59,1.78
Tamil Nadu,Madurai,2022.0,Kharif,Groundnut,17458.69,45292.97,2.59
Tamil Nadu,Coimbatore,2021.0,Rabi,Soybean,93511.5,254366.14,2.72
Andhra Pradesh,Prakasam,2018.0,Summer,Groundnut,27398.71,105127.1,3.84
Andhra Pradesh,Guntur,2017.0,Kharif,Soybean,112659.45,452764.59,4.02
Telangana,Nizamabad,2020.0,Summer,Groundnut,27571.82,79315.28,2.88
Telangana,Nizamabad,2016.0,Kharif,Maize,71637.37,270840.63,3.78
Telangana,Nizamabad,2015.0,Rabi,Rice,46612.26,109703.9,2.35
Karnataka,Mandya,2016.0,Kharif,Groundnut,43476.12,168068.79,3.87
Tamil Nadu,Thanjavur,2015.0,Rabi,Wheat,90700.49,162222.2,1.79
Andhra Pradesh,Krishna,2015.0,Rabi,Maize,8533.95,13638.02,1.6
Maharashtra,Pune,2019.0,Summer,Cotton,102139.98,431970.93,4.23
Tamil Nadu,Coimbatore,2020.0,Kharif,Cotton,38237.57,114757.87,3.0
Telangana,Adilabad,2017.0,Kharif,Pulses,17396.65,55866.99,3.21
Maharashtra,Aurangabad,2021.0,Rabi,Wheat,32883.59,137740.79,4.19
Tamil Nadu,Coimbatore,2018.0,Rabi,Groundnut,98416.0,154398.69,1.57
Telangana,Warangal,2017.0,Summer,Pulses,98987.98,269544.71,2.72
Punjab,Ludhiana,2021.0,Rabi,Maize,66953.5,153431.24,2.29
Tamil Nadu,Thanjavur,2017.0,Summer,Pulses,38361.3,62075.99,1.62
Andhra Pradesh,Prakasam,2023.0,Kharif,Maize,49979.14,82410.03,1.65
Punjab,Patiala,2020.0,Kharif,Groundnut,14891.89,23413.97,1.57
Punjab,Amritsar,2022.0,Kharif,Cotton,105902.34,286141.05,2.7
Karnataka,Mandya,2018.0,Summer,Rice,118660.48,292000.27,2.46
Maharashtra,Aurangabad,2018.0,Rabi,Cotton,98359.71,173922.34,1.77
Andhra Pradesh,Guntur,2015.0,Summer,Rice,65527.19,215293.9,3.29
Telangana,Warangal,2016.0,Summer,Pulses,88618.62,348149.49,3.93
Punjab,Patiala,2023.0,Kharif,Rice,79025.18,343369.64,4.35
Punjab,Patiala,2020.0,Kharif,Sugarcane,67531.84,292411.21,4.33
Telangana,Nizamabad,2018.0,Summer,Rice,10677.43,24425.01,2.29
Telangana,Nizamabad,2021.0,Rabi,Pulses,15179.85,57849.55,3.81
Maharashtra,Nagpur,2016.0,Summer,Rice,21138.01,40401.42,1.91
Karnataka,Belgaum,2019.0,Rabi,Wheat,94678.13,395980.71,4.18
Punjab,Amritsar,2018.0,Rabi,Rice,13469.77,53672.0,3.98
Andhra Pradesh,Guntur,2023.0,Summer,Soybean,113890.93,401241.11,3.52
Karnataka,Mandya,2021.0,Summer,Rice,62177.39,131095.37,2.11
Maharashtra,Aurangabad,2016.0,Kharif,Sugarcane,69135.45,308503.55,4.46
Karnataka,Belgaum,2021.0,Summer,Maize,74736.47,218463.11,2.92
Maharashtra,Aurangabad,2015.0,Summer,Soybean,92108.83,166858.59,1.81
Maharashtra,Pune,2016.0,Summer,Pulses,63545.02,186577.63,2.94
Telangana,Nizamabad,2018.0,Rabi,Cotton,54730.85,168455.75,3.08
Karnataka,Raichur,2016.0,Kharif,Soybean,88801.62,238835.22,2.69
Karnataka,Mandya,2017.0,Rabi,Pulses,73094.32,150006.09,2.05
Maharashtra,Pune,2023.0,Summer,Pulses,6287.2,22619.53,3.6
Telangana,Adilabad,2021.0,Kharif,Groundnut,118793.71,293966.2,2.47
Telangana,Nizamabad,2019.0,Rabi,Rice,71789.72,159768.92,2.23
Punjab,Patiala,2020.0,Kharif,Wheat,44260.82,129678.16,2.93
Maharashtra,Nagpur,2022.0,Rabi,Groundnut,48720.92,76726.32,1.57
Telangana,Nizamabad,2023.0,Summer,Soybean,7833.23,12439.0,1.59
Andhra Pradesh,Prakasam,2022.0,Kharif,Sugarcane,17576.45,76311.21,4.34
Maharashtra,Pune,2018.0,Summer,Pulses,70740.57,308442.48,4.36
Telangana,Nizamabad,2020.0,Rabi,Soybean,97164.72,301516.66,3.1
Maharashtra,Nagpur,2023.0,Rabi,Wheat,54281.01,90554.15,1.67
Karnataka,Belgaum,2017.0,Kharif,Rice,35117.38,115293.78,3.28
Karnataka,Mandya,2022.0,Summer,Pulses,45201.79,130595.5,2.89
Andhra Pradesh,Prakasam,2015.0,Summer,Cotton,94003.26,307292.12,3.27
Andhra Pradesh,Guntur,2017.0,Summer,Wheat,44087.97,67876.88,1.54
Karnataka,Raichur,2015.0,Summer,Groundnut,61741.88,124270.73,2.01
Andhra Pradesh,Krishna,2017.0,Kharif,Soybean,23635.86,95794.87,4.05
Maharashtra,Aurangabad,2023.0,Kharif,Cotton,6802.89,13636.02,2.0
Andhra Pradesh,Guntur,2018.0,Summer,Pulses,7278.49,13889.58,1.91
Punjab,Ludhiana,2021.0,Summer,Groundnut,20972.67,75611.66,3.61
Tamil Nadu,Coimbatore,2022.0,Kharif,Soybean,113696.93,421171.08,3.7
Punjab,Ludhiana,2016.0,Rabi,Soybean,97777.36,370372.87,3.79
Punjab,Amritsar,2022.0,Rabi,Soybean,34406.9,125966.53,3.66
Tamil Nadu,Coimbatore,2019.0,Rabi,Cotton,34112.48,89307.6,2.62
Punjab,Amritsar,2021.0,Rabi,Wheat,80361.38,336631.44,4.19
Tamil Nadu,Madurai,2023.0,Rabi,Groundnut,27842.06,104202.11,3.74
Punjab,Patiala,2023.0,Rabi,Cotton,90262.07,197305.91,2.19
Punjab,Patiala,2017.0,Summer,Groundnut,103287.74,412776.54,4.0
Telangana,Adilabad,2023.0,Rabi,Groundnut,41016.83,80506.7,1.96
Karnataka,Belgaum,2023.0,Rabi,Pulses,59164.95,252807.98,4.27
Tamil Nadu,Coimbatore,2021.0,Kharif,Cotton,93717.15,312101.73,3.33
Telangana,Nizamabad,2018.0,Rabi,Sugarcane,105195.77,387793.75,3.69
Tamil Nadu,Madurai,2015.0,Summer,Soybean,45943.57,174102.1,3.79
Punjab,Amritsar,2015.0,Rabi,Rice,73526.28,227639.94,3.1
Maharashtra,Pune,2015.0,Summer,Maize,10880.71,22753.97,2.09
Telangana,Nizamabad,2015.0,Summer,Cotton,85148.44,241864.97,2.84
Karnataka,Belgaum,2020.0,Summer,Maize,36008.72,139188.36,3.87
Punjab,Patiala,2023.0,Kharif,Rice,111418.25,188331.04,1.69
Telangana,Adilabad,2020.0,Kharif,Soybean,9421.93,17882.5,1.9
Karnataka,Raichur,2020.0,Rabi,Rice,7663.36,15748.01,2.05
Tamil Nadu,Thanjavur,2020.0,Kharif,Sugarcane,31102.22,52693.09,1.69
Maharashtra,Aurangabad,2018.0,Summer,Sugarcane,99801.88,374435.73,3.75
Tamil Nadu,Coimbatore,2016.0,Kharif,Cotton,17842.66,39557.21,2.22
Punjab,Patiala,2017.0,Rabi,Rice,51127.08,105012.55,2.05
Maharashtra,Pune,2021.0,Summer,Maize,101656.67,268466.37,2.64
Telangana,Nizamabad,2015.0,Kharif,Soybean,65210.85,194832.45,2.99
Tamil Nadu,Thanjavur,2019.0,Rabi,Soybean,44355.47,77211.39,1.74
Karnataka,Belgaum,2016.0,Summer,Rice,72229.04,178588.96,2.47
Andhra Pradesh,Krishna,2020.0,Rabi,Sugarcane,40956.42,145509.53,3.55
Karnataka,Belgaum,2017.0,Rabi,Rice,59499.22,186318.76,3.13
Andhra Pradesh,Krishna,2018.0,Kharif,Pulses,55860.11,148354.05,2.66
Telangana,Warangal,2020.0,Rabi,Soybean,115782.11,423464.43,3.66
Karnataka,Mandya,2016.0,Rabi,Groundnut,24986.98,69287.52,2.77
Tamil Nadu,Coimbatore,2022.0,Summer,Wheat,50109.32,77285.95,1.54
Tamil Nadu,Thanjavur,2018.0,Summer,Groundnut,14641.17,58517.45,4.0
Telangana,Warangal,2020.0,Summer,Cotton,114229.34,320696.56,2.81
Maharashtra,Nagpur,2015.0,Rabi,Sugarcane,86911.85,318385.11,3.66
Tamil Nadu,Madurai,2021.0,Kharif,Maize,55682.02,196562.89,3.53
Andhra Pradesh,Guntur,2018.0,Rabi,Cotton,100195.24,309908.61,3.09
Tamil Nadu,Madurai,2023.0,Rabi,Rice,44577.97,192009.8,4.31
Karnataka,Belgaum,2017.0,Kharif,Maize,47469.19,187395.57,3.95
Maharashtra,Pune,2017.0,Kharif,Soybean,68592.36,264512.71,3.86
Telangana,Warangal,2017.0,Rabi,Cotton,59208.78,225071.87,3.8
Maharashtra,Pune,2016.0,Kharif,Pulses,17672.9,44071.02,2.49
Tamil Nadu,Thanjavur,2019.0,Summer,Sugarcane,27319.49,47952.33,1.76
Karnataka,Mandya,2021.0,Kharif,Sugarcane,106537.23,278865.08,2.62
Andhra Pradesh,Guntur,2022.0,Summer,Maize,60619.07,214264.83,3.53
Andhra Pradesh,Krishna,2017.0,Rabi,Rice,83581.79,154131.25,1.84
Karnataka,Belgaum,2020.0,Rabi,Maize,98023.25,414550.71,4.23
Telangana,Warangal,2017.0,Rabi,Wheat,83810.46,146680.35,1.75
Andhra Pradesh,Prakasam,2017.0,Kharif,Pulses,23024.05,75544.48,3.28
Telangana,Adilabad,2022.0,Rabi,Wheat,30050.59,86591.62,2.88
Maharashtra,Nagpur,2017.0,Rabi,Rice,69961.21,248175.77,3.55
Maharashtra,Nagpur,2019.0,Summer,Pulses,44819.57,147213.04,3.28
Tamil Nadu,Madurai,2018.0,Rabi,Wheat,11495.16,26697.42,2.32
Andhra Pradesh,Guntur,2017.0,Kharif,Maize,94253.08,248060.08,2.63
Tamil Nadu,Thanjavur,2015.0,Summer,Pulses,107011.25,399615.14,3.73
Punjab,Patiala,2017.0,Kharif,Soybean,73361.21,220743.64,3.01
Maharashtra,Pune,2015.0,Kharif,Rice,36303.07,120299.7,3.31
Karnataka,Mandya,2022.0,Rabi,Sugarcane,83133.3,198920.72,2.39
Andhra Pradesh,Prakasam,2021.0,Kharif,Maize,67295.91,120377.23,1.79
Andhra Pradesh,Guntur,2017.0,Rabi,Maize,13242.16,54478.81,4.11
Punjab,Ludhiana,2019.0,Kharif,Cotton,48159.15,86765.94,1.8
Punjab,Ludhiana,2016.0,Kharif,Maize,32027.46,111218.62,3.47
Telangana,Adilabad,2015.0,Kharif,Cotton,93659.05,348476.87,3.72
